s	betax	betay
4.607159999999992e+00	2.478304478879152e+00	1.993272719226129e+01
4.618659999999992e+00	2.417391125112518e+00	2.009650406359554e+01
4.630159999999992e+00	2.360040284844312e+00	2.023818578399094e+01
4.641659999999992e+00	2.306122410894326e+00	2.035745243555494e+01
4.653159999999992e+00	2.255515710652367e+00	2.045403471371029e+01
4.664659999999992e+00	2.208105870966520e+00	2.052771453528577e+01
4.676159999999991e+00	2.163785799926421e+00	2.057832553094894e+01
4.687659999999991e+00	2.122455384958250e+00	2.060575342086875e+01
4.699159999999991e+00	2.084021266685041e+00	2.060993627275982e+01
4.710659999999991e+00	2.048396628041469e+00	2.059086464172580e+01
4.722159999999991e+00	2.015500998166763e+00	2.054858159158603e+01
4.729659999999991e+00	1.995001182602439e+00	2.051347241051901e+01
4.737159999999991e+00	1.974662256842052e+00	2.047839872828285e+01
4.744659999999992e+00	1.954484220885603e+00	2.044336054487757e+01
4.752159999999992e+00	1.934467074733090e+00	2.040835786030317e+01
4.759659999999992e+00	1.914610818384515e+00	2.037339067455963e+01
4.767159999999993e+00	1.894915451839877e+00	2.033845898764696e+01
4.774659999999993e+00	1.875380975099175e+00	2.030356279956517e+01
4.782159999999993e+00	1.856007388162412e+00	2.026870211031424e+01
4.789659999999993e+00	1.836794691029585e+00	2.023387691989419e+01
4.797159999999994e+00	1.817742883700695e+00	2.019908722830501e+01
4.817159999999993e+00	1.767830780089031e+00	2.010525397678136e+01
4.837159999999993e+00	1.719052673652490e+00	2.001167887762061e+01
4.857159999999992e+00	1.671408962595353e+00	1.991836193083084e+01
4.877159999999992e+00	1.624900035861166e+00	1.982530313642009e+01
4.897159999999992e+00	1.579526273129566e+00	1.973250249439637e+01
4.917159999999991e+00	1.535288044813180e+00	1.963996000476769e+01
4.937159999999991e+00	1.492185712054602e+00	1.954767566754201e+01
4.957159999999990e+00	1.450219626723444e+00	1.945564948272729e+01
4.977159999999990e+00	1.409390131413466e+00	1.936388145033146e+01
4.997159999999989e+00	1.369697559439775e+00	1.927237157036243e+01
5.017159999999989e+00	1.331133802131147e+00	1.918126324983891e+01
5.037159999999989e+00	1.293711049607960e+00	1.909041240070870e+01
5.057159999999988e+00	1.257429424959037e+00	1.899981902297963e+01
5.077159999999988e+00	1.222289047519868e+00	1.890948311665952e+01
5.097159999999987e+00	1.188290032872217e+00	1.881940468175614e+01
5.117159999999987e+00	1.155432492843741e+00	1.872958371827727e+01
5.137159999999986e+00	1.123716535507622e+00	1.864002022623063e+01
5.157159999999986e+00	1.093142265182214e+00	1.855071420562395e+01
5.177159999999986e+00	1.063709782430695e+00	1.846166565646493e+01
5.197159999999985e+00	1.035419184060742e+00	1.837287457876123e+01
5.217159999999985e+00	1.008271477826446e+00	1.828432947919183e+01
5.237159999999984e+00	9.822663498526866e-01	1.819604190669439e+01
5.257159999999984e+00	9.574038576411853e-01	1.810801186127653e+01
5.277159999999983e+00	9.336840561671045e-01	1.802023934294582e+01
5.297159999999983e+00	9.111069978789241e-01	1.793272435170984e+01
5.317159999999983e+00	8.896727326983264e-01	1.784546688757612e+01
5.337159999999982e+00	8.693813080200852e-01	1.775846695055218e+01
5.357159999999982e+00	8.502327687119615e-01	1.767172454064552e+01
5.377159999999981e+00	8.322271571146042e-01	1.758523965786362e+01
5.397159999999981e+00	8.153645130414556e-01	1.749901230221393e+01
5.417159999999980e+00	7.996465086515454e-01	1.741300955137138e+01
5.437159999999980e+00	7.850717322313633e-01	1.732726449009094e+01
5.457159999999980e+00	7.716402078621265e-01	1.724177711837999e+01
5.477159999999979e+00	7.593519577361105e-01	1.715654743624589e+01
5.497159999999979e+00	7.482070021566127e-01	1.707157544369600e+01
5.517159999999978e+00	7.382053595379187e-01	1.698686114073763e+01
5.537159999999978e+00	7.293470464052716e-01	1.690240452737809e+01
5.557159999999977e+00	7.216320773948455e-01	1.681820560362465e+01
5.577159999999977e+00	7.150604652537204e-01	1.673426436948457e+01
5.597159999999977e+00	7.096322208398618e-01	1.665058082496509e+01
5.617159999999976e+00	7.053491492711613e-01	1.656711434067869e+01
5.637159999999976e+00	7.022095808894196e-01	1.648390575047348e+01
5.657159999999975e+00	7.002135197063897e-01	1.640095505435661e+01
5.677159999999975e+00	6.993609682726467e-01	1.631826225233524e+01
5.697159999999974e+00	6.996519276775842e-01	1.623582734441649e+01
5.717159999999974e+00	7.010863975494130e-01	1.615365033060747e+01
5.737159999999974e+00	7.036643760551620e-01	1.607173121091525e+01
5.757159999999973e+00	7.073858599006797e-01	1.599006998534690e+01
5.777159999999973e+00	7.122508443306390e-01	1.590866665390946e+01
5.797159999999972e+00	7.182593231285433e-01	1.582752121660994e+01
5.804659999999973e+00	7.208138785741547e-01	1.579701448221014e+01
5.812159999999973e+00	7.235293238373472e-01	1.576654429099278e+01
5.819659999999973e+00	7.264056589181211e-01	1.573611064295786e+01
5.827159999999973e+00	7.294428838164763e-01	1.570571353810538e+01
5.834659999999974e+00	7.326409985324127e-01	1.567535297643534e+01
5.842159999999974e+00	7.360000030659304e-01	1.564502895794774e+01
5.849659999999974e+00	7.395198974170294e-01	1.561474148264257e+01
5.857159999999975e+00	7.432006815857096e-01	1.558449055051985e+01
5.864659999999975e+00	7.470423555719712e-01	1.555427616157956e+01
5.872159999999975e+00	7.510449193758140e-01	1.552409831582172e+01
5.887159999999975e+00	7.599673562600207e-01	1.545496065486434e+01
5.902159999999975e+00	7.704168803304771e-01	1.536829858953043e+01
5.917159999999974e+00	7.824175032432387e-01	1.526431118181145e+01
5.932159999999974e+00	7.959968008790713e-01	1.514323728985583e+01
5.947159999999974e+00	8.111859767092624e-01	1.500535501931397e+01
5.962159999999973e+00	8.280199334971664e-01	1.485098108453204e+01
5.977159999999973e+00	8.465373535002443e-01	1.468047008106192e+01
5.992159999999973e+00	8.667807873568928e-01	1.449421367115843e+01
6.007159999999972e+00	8.887967518623138e-01	1.429263968413456e+01
6.022159999999972e+00	9.126358368580982e-01	1.407621113364140e+01
6.029659999999972e+00	9.251237593721603e-01	1.396459085236443e+01
6.037159999999973e+00	9.378189771996766e-01	1.385342291686391e+01
6.044659999999973e+00	9.507214903406470e-01	1.374270732713983e+01
6.052159999999973e+00	9.638312987950716e-01	1.363244408319220e+01
6.059659999999973e+00	9.771484025629503e-01	1.352263318502101e+01
6.067159999999974e+00	9.906728016442833e-01	1.341327463262627e+01
6.074659999999974e+00	1.004404496039070e+00	1.330436842600798e+01
6.082159999999974e+00	1.018343485747312e+00	1.319591456516613e+01
6.089659999999975e+00	1.032489770769007e+00	1.308791305010073e+01
6.097159999999975e+00	1.046843351104157e+00	1.298036388081177e+01
6.111159999999975e+00	1.074191331190655e+00	1.278081570772759e+01
6.125159999999975e+00	1.102261620280479e+00	1.258284370837111e+01
6.139159999999976e+00	1.131054218373628e+00	1.238644788274234e+01
6.153159999999976e+00	1.160569125470101e+00	1.219162823084127e+01
6.167159999999976e+00	1.190806341569899e+00	1.199838475266791e+01
6.181159999999976e+00	1.221765866673021e+00	1.180671744822225e+01
6.195159999999976e+00	1.253447700779469e+00	1.161662631750429e+01
6.209159999999977e+00	1.285851843889241e+00	1.142811136051405e+01
6.223159999999977e+00	1.318978296002338e+00	1.124117257725150e+01
6.237159999999977e+00	1.352827057118760e+00	1.105580996771666e+01
6.244659999999977e+00	1.371257445285174e+00	1.095715693203114e+01
6.252159999999978e+00	1.389895128765044e+00	1.085895624212207e+01
6.259659999999978e+00	1.408740107558367e+00	1.076120789798944e+01
6.267159999999978e+00	1.427792381665145e+00	1.066391189963326e+01
6.274659999999979e+00	1.447051951085376e+00	1.056706824705352e+01
6.282159999999979e+00	1.466518815819062e+00	1.047067694025023e+01
6.289659999999979e+00	1.486192975866202e+00	1.037473797922338e+01
6.297159999999979e+00	1.506074431226796e+00	1.027925136397298e+01
6.304659999999980e+00	1.526163181900844e+00	1.018421709449903e+01
6.312159999999980e+00	1.546459227888347e+00	1.008963517080152e+01
6.312159999999980e+00	1.546459227888347e+00	1.008963517080152e+01
6.345209999999980e+00	1.638366581783912e+00	9.678232814879506e+00
6.378259999999981e+00	1.734299343486131e+00	9.275614430912626e+00
6.411309999999981e+00	1.834257512995004e+00	8.881780018900880e+00
6.444359999999981e+00	1.938241090310530e+00	8.496729578844267e+00
6.477409999999981e+00	2.046250075432711e+00	8.120463110742788e+00
6.510459999999981e+00	2.158284468361545e+00	7.752980614596445e+00
6.543509999999982e+00	2.274344269097033e+00	7.394282090405235e+00
6.576559999999982e+00	2.394429477639175e+00	7.044367538169158e+00
6.609609999999982e+00	2.518540093987970e+00	6.703236957888216e+00
6.642659999999982e+00	2.646676118143419e+00	6.370890349562408e+00
6.657659999999982e+00	2.704425232430709e+00	6.227001545244493e+00
6.672659999999982e+00	2.759433659182058e+00	6.092786953133944e+00
6.687659999999982e+00	2.811559217229928e+00	5.967899542675137e+00
6.702659999999981e+00	2.860667176804001e+00	5.852016400042086e+00
6.717659999999981e+00	2.906630607769387e+00	5.744837893199680e+00
6.732659999999981e+00	2.949330707704990e+00	5.646086897163254e+00
6.747659999999980e+00	2.988657108974044e+00	5.555508077453272e+00
6.762659999999980e+00	3.024508163993120e+00	5.472867229892397e+00
6.777659999999980e+00	3.056791207962275e+00	5.397950675037918e+00
6.792659999999979e+00	3.085422798377256e+00	5.330564705683725e+00
6.800159999999980e+00	3.098846492643248e+00	5.298781362025970e+00
6.807659999999980e+00	3.112335707445606e+00	5.267114223476423e+00
6.815159999999980e+00	3.125890442784330e+00	5.235563290035084e+00
6.822659999999980e+00	3.139510698659421e+00	5.204128561701952e+00
6.830159999999981e+00	3.153196475070879e+00	5.172810038477028e+00
6.837659999999981e+00	3.166947772018702e+00	5.141607720360311e+00
6.845159999999981e+00	3.180764589502893e+00	5.110521607351802e+00
6.852659999999982e+00	3.194646927523449e+00	5.079551699451501e+00
6.860159999999982e+00	3.208594786080373e+00	5.048697996659406e+00
6.867659999999982e+00	3.222608165173662e+00	5.017960498975520e+00
6.881659999999982e+00	3.248941776649547e+00	4.960894749855114e+00
6.895659999999983e+00	3.275503690794372e+00	4.904233910978417e+00
6.909659999999983e+00	3.302293907608135e+00	4.847977982345430e+00
6.923659999999983e+00	3.329312427090837e+00	4.792126963956153e+00
6.937659999999983e+00	3.356559249242478e+00	4.736680855810586e+00
6.951659999999984e+00	3.384034374063058e+00	4.681639657908728e+00
6.965659999999984e+00	3.411737801552577e+00	4.627003370250581e+00
6.979659999999984e+00	3.439669531711035e+00	4.572771992836143e+00
6.993659999999984e+00	3.467829564538432e+00	4.518945525665416e+00
7.007659999999984e+00	3.496217900034767e+00	4.465523968738398e+00
7.015159999999985e+00	3.511519849676596e+00	4.437071838182593e+00
7.022659999999985e+00	3.526887319854791e+00	4.408735912734996e+00
7.030159999999985e+00	3.542320310569353e+00	4.380516192395607e+00
7.037659999999986e+00	3.557818821820281e+00	4.352412677164425e+00
7.045159999999986e+00	3.573382853607576e+00	4.324425367041451e+00
7.052659999999986e+00	3.589012405931237e+00	4.296554262026684e+00
7.060159999999986e+00	3.604707478791264e+00	4.268799362120125e+00
7.067659999999987e+00	3.620468072187658e+00	4.241160667321774e+00
7.075159999999987e+00	3.636294186120419e+00	4.213638177631630e+00
7.082659999999987e+00	3.652185820589545e+00	4.186231893049693e+00
7.097659999999987e+00	3.678979649533898e+00	4.137631594356569e+00
7.112659999999987e+00	3.695565347734621e+00	4.101059471173555e+00
7.127659999999986e+00	3.701849194279144e+00	4.076308684012575e+00
7.142659999999986e+00	3.697795680994975e+00	4.063239250840861e+00
7.157659999999986e+00	3.683427713095962e+00	4.061777255390193e+00
7.172659999999985e+00	3.658826479751653e+00	4.071914429111624e+00
7.187659999999985e+00	3.624130995311126e+00	4.093708104411386e+00
7.202659999999985e+00	3.579537313773702e+00	4.127281538903472e+00
7.217659999999984e+00	3.525297420945344e+00	4.172824612512777e+00
7.232659999999984e+00	3.461717810540819e+00	4.230594901371359e+00
7.240159999999984e+00	3.427752473073318e+00	4.262660182742666e+00
7.247659999999985e+00	3.393987245934125e+00	4.294873015047016e+00
7.255159999999985e+00	3.360422129123239e+00	4.327233398284410e+00
7.262659999999985e+00	3.327057122640659e+00	4.359741332454848e+00
7.270159999999986e+00	3.293892226486387e+00	4.392396817558330e+00
7.277659999999986e+00	3.260927440660423e+00	4.425199853594856e+00
7.285159999999986e+00	3.228162765162766e+00	4.458150440564426e+00
7.292659999999986e+00	3.195598199993416e+00	4.491248578467039e+00
7.300159999999987e+00	3.163233745152373e+00	4.524494267302697e+00
7.307659999999987e+00	3.131069400639637e+00	4.557887507071398e+00
7.316659999999987e+00	3.092736332857720e+00	4.598154162025458e+00
7.325659999999988e+00	3.054691423948566e+00	4.638633290323100e+00
7.334659999999988e+00	3.016934673912174e+00	4.679324891964326e+00
7.343659999999988e+00	2.979466082748544e+00	4.720228966949135e+00
7.352659999999989e+00	2.942285650457677e+00	4.761345515277527e+00
7.361659999999989e+00	2.905393377039572e+00	4.802674536949502e+00
7.370659999999989e+00	2.868789262494230e+00	4.844216031965061e+00
7.379659999999990e+00	2.832473306821650e+00	4.885970000324202e+00
7.388659999999990e+00	2.796445510021833e+00	4.927936442026927e+00
7.397659999999990e+00	2.760705872094777e+00	4.970115357073235e+00
7.412209999999990e+00	2.703536286817330e+00	5.038754013696631e+00
7.426759999999990e+00	2.647119836771501e+00	5.107947993011631e+00
7.441309999999990e+00	2.591456521957288e+00	5.177697295018236e+00
7.455859999999990e+00	2.536546342374693e+00	5.248001919716444e+00
7.470409999999990e+00	2.482389298023714e+00	5.318861867106255e+00
7.484959999999989e+00	2.428985388904353e+00	5.390277137187671e+00
7.499509999999989e+00	2.376334615016609e+00	5.462247729960691e+00
7.514059999999989e+00	2.324436976360482e+00	5.534773645425314e+00
7.528609999999989e+00	2.273292472935973e+00	5.607854883581542e+00
7.543159999999989e+00	2.222901104743080e+00	5.681491444429373e+00
7.543159999999989e+00	2.222901104743080e+00	5.681491444429373e+00
7.550659999999989e+00	2.197220334867500e+00	5.719665334428695e+00
7.558159999999989e+00	2.171739675320226e+00	5.757986775361061e+00
7.565659999999990e+00	2.146459126101260e+00	5.796455767226472e+00
7.573159999999990e+00	2.121378687210601e+00	5.835072310024926e+00
7.580659999999990e+00	2.096498358648250e+00	5.873836403756424e+00
7.588159999999990e+00	2.071818140414206e+00	5.912748048420966e+00
7.595659999999991e+00	2.047338032508468e+00	5.951807244018551e+00
7.603159999999991e+00	2.023058034931038e+00	5.991013990549180e+00
7.610659999999991e+00	1.998978147681916e+00	6.030368288012854e+00
7.618159999999992e+00	1.975098370761101e+00	6.069870136409571e+00
7.632159999999992e+00	1.931058193476206e+00	6.144001700802076e+00
7.646159999999992e+00	1.887715289513057e+00	6.218647398223498e+00
7.660159999999992e+00	1.845069658871654e+00	6.293807228673838e+00
7.674159999999993e+00	1.803121301551997e+00	6.369481192153096e+00
7.688159999999993e+00	1.761870217554087e+00	6.445669288661270e+00
7.702159999999993e+00	1.721316406877923e+00	6.522371518198361e+00
7.716159999999993e+00	1.681459869523504e+00	6.599587880764370e+00
7.730159999999993e+00	1.642300605490832e+00	6.677318376359296e+00
7.744159999999994e+00	1.603838614779907e+00	6.755563004983140e+00
7.758159999999994e+00	1.566073897390727e+00	6.834321766635901e+00
7.766659999999994e+00	1.543485506533990e+00	6.882390422796965e+00
7.775159999999993e+00	1.521154146276723e+00	6.930648599934251e+00
7.783659999999993e+00	1.499079816618927e+00	6.979096298047758e+00
7.792159999999993e+00	1.477262517560600e+00	7.027733517137486e+00
7.800659999999993e+00	1.455702249101744e+00	7.076560257203434e+00
7.809159999999992e+00	1.434399011242359e+00	7.125576518245603e+00
7.817659999999992e+00	1.413352803982443e+00	7.174782300263994e+00
7.826159999999992e+00	1.392563627321997e+00	7.224177603258604e+00
7.834659999999992e+00	1.372031481261022e+00	7.273762427229435e+00
7.843159999999991e+00	1.351756365799517e+00	7.323536772176488e+00
7.854659999999991e+00	1.325682083951454e+00	7.385946891711725e+00
7.866159999999991e+00	1.301925280590457e+00	7.438123915955084e+00
7.877659999999991e+00	1.280418433661874e+00	7.479919616556350e+00
7.889159999999991e+00	1.261100415981565e+00	7.511215257197457e+00
7.900659999999990e+00	1.243916321499008e+00	7.531921930907407e+00
7.912159999999990e+00	1.228817309242247e+00	7.541980812635766e+00
7.923659999999990e+00	1.215760464501112e+00	7.541363326367225e+00
7.935159999999990e+00	1.204708676854189e+00	7.530071226302454e+00
7.946659999999990e+00	1.195630534692850e+00	7.508136591874639e+00
7.958159999999990e+00	1.188500235942554e+00	7.475621736615856e+00
7.965659999999990e+00	1.184531230408393e+00	7.451012601975761e+00
7.973159999999990e+00	1.180663679735499e+00	7.426459113522411e+00
7.980659999999991e+00	1.176897583923873e+00	7.401961271255803e+00
7.988159999999991e+00	1.173232942973515e+00	7.377519075175939e+00
7.995659999999991e+00	1.169669756884424e+00	7.353132525282819e+00
8.003159999999991e+00	1.166208025656601e+00	7.328801621576442e+00
8.010659999999991e+00	1.162847749290046e+00	7.304526364056809e+00
8.018159999999991e+00	1.159588927784759e+00	7.280306752723919e+00
8.025659999999991e+00	1.156431561140739e+00	7.256142787577773e+00
8.033159999999992e+00	1.153375649357987e+00	7.232034468618371e+00
8.053159999999991e+00	1.145767500760232e+00	7.167733858688011e+00
8.073159999999991e+00	1.138916319292341e+00	7.103603151524554e+00
8.093159999999990e+00	1.132821675230923e+00	7.039646451471370e+00
8.113159999999990e+00	1.127483186304521e+00	6.975867851735432e+00
8.133159999999990e+00	1.122900517669636e+00	6.912271434125350e+00
8.153159999999989e+00	1.119073381889727e+00	6.848861268790149e+00
8.173159999999989e+00	1.116001538917180e+00	6.785641413958762e+00
8.193159999999988e+00	1.113684796078250e+00	6.722615915680322e+00
8.213159999999988e+00	1.112123008060980e+00	6.659788807565205e+00
8.233159999999987e+00	1.111316076906084e+00	6.597164110526886e+00
8.253159999999987e+00	1.111248667299735e+00	6.534835369308711e+00
8.273159999999987e+00	1.111900288828867e+00	6.472924303397589e+00
8.293159999999986e+00	1.113270940416835e+00	6.411430912798855e+00
8.313159999999986e+00	1.115360619798978e+00	6.350355197517810e+00
8.333159999999985e+00	1.118169323522615e+00	6.289697157559714e+00
8.353159999999985e+00	1.121697046947059e+00	6.229456792929796e+00
8.373159999999984e+00	1.125943784243617e+00	6.169634103633248e+00
8.393159999999984e+00	1.130909528395605e+00	6.110229089675224e+00
8.413159999999984e+00	1.136594271198359e+00	6.051241751060845e+00
8.433159999999983e+00	1.142998003259245e+00	5.992672087795193e+00
8.453159999999983e+00	1.150122554180417e+00	5.934509693039198e+00
8.473159999999982e+00	1.157965760376473e+00	5.876765075496195e+00
8.493159999999982e+00	1.166527604504761e+00	5.819438235171158e+00
8.513159999999981e+00	1.175808067633602e+00	5.762529172069029e+00
8.533159999999981e+00	1.185807129242326e+00	5.706037886194712e+00
8.553159999999981e+00	1.196524767221322e+00	5.649964377553075e+00
8.573159999999980e+00	1.207960957872086e+00	5.594308646148950e+00
8.593159999999980e+00	1.220115675907272e+00	5.539070691987134e+00
8.613159999999979e+00	1.232988894450749e+00	5.484250515072387e+00
8.633159999999979e+00	1.246580585037662e+00	5.429848115409433e+00
8.653159999999978e+00	1.260890879430640e+00	5.375861336735941e+00
8.673159999999978e+00	1.275918902356591e+00	5.322292356952937e+00
8.693159999999978e+00	1.291664604386184e+00	5.269141176065039e+00
8.713159999999977e+00	1.308127933729536e+00	5.216407794076828e+00
8.733159999999977e+00	1.325308836236386e+00	5.164092210992846e+00
8.753159999999976e+00	1.343207255396269e+00	5.112194426817603e+00
8.773159999999976e+00	1.361823132338708e+00	5.060714441555572e+00
8.793159999999975e+00	1.381156405833400e+00	5.009652255211188e+00
8.813159999999975e+00	1.401207012290425e+00	4.959007867788851e+00
8.833159999999975e+00	1.421974885760449e+00	4.908781279292928e+00
8.853159999999974e+00	1.443352503387911e+00	4.859333324077298e+00
8.873159999999974e+00	1.465245449151930e+00	4.810957036806822e+00
8.893159999999973e+00	1.487647622810555e+00	4.763639258833103e+00
8.913159999999973e+00	1.510552782230770e+00	4.717367119428800e+00
8.933159999999972e+00	1.533954545127801e+00	4.672128032286711e+00
8.953159999999972e+00	1.557846390843474e+00	4.627909692096215e+00
8.973159999999972e+00	1.582221662163126e+00	4.584700071196156e+00
8.993159999999971e+00	1.607073567170571e+00	4.542487416303247e+00
