s	betax	betay
 7.290199999999997e+01  4.679885973884323e+00  1.594566047462751e+00 
 7.292699999999998e+01  4.569811307485524e+00  1.618998885616071e+00 
 7.297699999999998e+01  4.354402796810426e+00  1.670755926373055e+00 
 7.300199999999998e+01  4.249068952534127e+00  1.698080128976720e+00 
 7.309449999999998e+01  3.873074211496871e+00  1.807559816575527e+00 
 7.316949999999999e+01  3.584095364766229e+00  1.906013201753484e+00 
 7.325449999999998e+01  3.273779386702439e+00  2.028079720028417e+00 
 7.332949999999998e+01  3.015141801555803e+00  2.145037837688579e+00 
 7.335449999999999e+01  2.932089821255258e+00  2.185951453208862e+00 
 7.350449999999999e+01  2.466963694309496e+00  2.451672697482975e+00 
 7.358199999999999e+01  2.248938294066810e+00  2.602556238881969e+00 
 7.358199999999999e+01  2.248938294066810e+00  2.602556238881969e+00 
 7.403200000000000e+01  1.498548928734012e+00  3.241281042212319e+00 
 7.413199999999999e+01  1.429402607974670e+00  3.315116754539832e+00 
 7.418199999999999e+01  1.400572350853141e+00  3.354634956281886e+00 
 7.423199999999999e+01  1.375570695903707e+00  3.395886721742805e+00 
 7.548199999999999e+01  1.991675584021336e+00  4.949756142002393e+00 
 7.550699999999999e+01  2.028384902226798e+00  4.990737616050224e+00 
 7.565700000000000e+01  2.268740972863064e+00  5.245456005001645e+00 
 7.580700000000000e+01  2.543554463048181e+00  5.515310756234954e+00 
 7.583200000000001e+01  2.592706738312950e+00  5.561758138884578e+00 
 7.613200000000001e+01  3.257191783846023e+00  6.151922182290821e+00 
 7.633200000000001e+01  3.776753857643298e+00  6.579001238521401e+00 
 7.663200000000001e+01  4.670955033502047e+00  7.270074363806896e+00 
 7.664700000000001e+01  4.719283121347613e+00  7.306217338110769e+00 
 7.679700000000001e+01  5.221515580555151e+00  7.675972080404537e+00 
 7.694700000000002e+01  5.758205459311540e+00  8.060863184980192e+00 
 7.697200000000002e+01  5.851003799338187e+00  8.126483293186874e+00 
 7.698200000000003e+01  5.888391137500893e+00  8.152849063731740e+00 
 7.743200000000003e+01  6.521614602071073e+00  1.112762809513737e+01 
 7.748200000000003e+01  6.466922244422700e+00  1.170356669440931e+01 
 7.755700000000003e+01  6.386759136297014e+00  1.259554156140026e+01 
 7.760700000000003e+01  6.334567349777807e+00  1.320890278478291e+01 
 7.768200000000003e+01  6.258155098345869e+00  1.415701158793994e+01 
 7.773200000000003e+01  6.208463882955826e+00  1.480779543543332e+01 
 7.818200000000003e+01  8.786143216649283e+00  1.412462409428244e+01 
 7.838200000000003e+01  1.182633475012963e+01  1.115336907495706e+01 
 7.883200000000004e+01  1.581241495923381e+01  8.117338193234442e+00 
 7.888200000000003e+01  1.579427770023353e+01  8.077677380559598e+00 
 7.893200000000003e+01  1.577646723869272e+01  8.038731177122138e+00 
 7.903200000000002e+01  1.574182670798948e+01  7.962982597959372e+00 
 7.905700000000003e+01  1.573337082372584e+01  7.944492083942046e+00 
 7.908200000000004e+01  1.572499663882706e+01  7.926180222234066e+00 
 7.938200000000003e+01  1.563087897050130e+01  7.720372761867307e+00 
 7.940700000000004e+01  1.562356687734578e+01  7.704383380180827e+00 
 7.943200000000004e+01  1.561633648355513e+01  7.688572650803693e+00 
 7.951075000000004e+01  1.559409475058819e+01  7.639936569422685e+00 
 7.961075000000004e+01  1.556701958107155e+01  7.580731194105371e+00 
 7.968950000000004e+01  1.554661792204981e+01  7.536118809361611e+00 
 8.148950000000004e+01  1.530132374897579e+01  6.999733115780699e+00 
 8.156825000000003e+01  1.530026216785356e+01  6.997411752336129e+00 
 8.166825000000003e+01  1.530008242925086e+01  6.997018717255563e+00 
 8.174700000000003e+01  1.530086092207382e+01  6.998721050448242e+00 
 8.194700000000003e+01  1.530648183837661e+01  7.011012329331247e+00 
 8.199700000000003e+01  1.530870406110097e+01  7.015871672145459e+00 
 8.219700000000003e+01  1.532086092659305e+01  7.042455135776154e+00 
 8.224700000000003e+01  1.532471713661473e+01  7.050887524777290e+00 
 8.391700000000003e+01  1.564125315585202e+01  7.743058032107873e+00 
 8.394700000000003e+01  1.565027276573324e+01  7.762781247059685e+00 
 8.414700000000003e+01  1.571341003490178e+01  7.900843751722368e+00 
 8.433200000000004e+01  1.577646723869274e+01  8.038731177121893e+00 
 8.438200000000003e+01  1.579427770023356e+01  8.077677380559347e+00 
 8.443200000000003e+01  1.581241495923383e+01  8.117338193234186e+00 
 8.488200000000003e+01  1.182633475012965e+01  1.115336907495667e+01 
 8.508200000000004e+01  8.786143216649300e+00  1.412462409428193e+01 
 8.553200000000004e+01  6.208463882955841e+00  1.480779543543277e+01 
 8.558200000000004e+01  6.258155098345884e+00  1.415701158793941e+01 
 8.565700000000004e+01  6.334567349777823e+00  1.320890278478242e+01 
 8.570700000000004e+01  6.386759136297031e+00  1.259554156139978e+01 
 8.578200000000004e+01  6.466922244422717e+00  1.170356669440886e+01 
 8.583200000000004e+01  6.521614602071090e+00  1.112762809513695e+01 
 8.628200000000004e+01  5.888391137500912e+00  8.152849063731416e+00 
 8.629200000000004e+01  5.851003799338207e+00  8.126483293186553e+00 
 8.631700000000005e+01  5.758205459311559e+00  8.060863184979873e+00 
 8.646700000000006e+01  5.221515580555169e+00  7.675972080404227e+00 
 8.650700000000006e+01  5.084217754855049e+00  7.575890815924996e+00 
 8.660700000000006e+01  4.751693276686614e+00  7.330396745214617e+00 
 8.760700000000006e+01  2.268740972863074e+00  5.245456005001414e+00 
 8.775700000000006e+01  2.028384902226807e+00  4.990737616050004e+00 
 8.778200000000007e+01  1.991675584021345e+00  4.949756142002175e+00 
 8.903200000000007e+01  1.375570695903704e+00  3.395886721742686e+00 
 8.913200000000006e+01  1.429402607974667e+00  3.315116754539722e+00 
 8.918200000000006e+01  1.462061467268290e+00  3.277332116516537e+00 
 8.923200000000006e+01  1.498548928734008e+00  3.241281042212217e+00 
 8.968200000000006e+01  2.248938294066801e+00  2.602556238881914e+00 
 8.970700000000006e+01  2.317609780595760e+00  2.552872151195589e+00 
 8.985700000000007e+01  2.762824454627016e+00  2.275007176230047e+00 
 8.985700000000007e+01  2.762824454627016e+00  2.275007176230047e+00 
 8.993450000000007e+01  3.015141801555790e+00  2.145037837688553e+00 
 9.000950000000007e+01  3.273779386702425e+00  2.028079720028399e+00 
 9.009450000000007e+01  3.584095364766213e+00  1.906013201753473e+00 
 9.016950000000007e+01  3.873074211496853e+00  1.807559816575523e+00 
 9.026200000000007e+01  4.249068952534108e+00  1.698080128976724e+00 
 9.028700000000008e+01  4.354402796810406e+00  1.670755926373062e+00 
 9.033700000000007e+01  4.569811307485503e+00  1.618998885616082e+00 
 9.036200000000008e+01  4.679885973884303e+00  1.594566047462764e+00 
 9.046200000000007e+01  5.135987379887835e+00  1.506472576350639e+00 
 9.048700000000008e+01  5.253963416490802e+00  1.486858678947895e+00 
 9.053700000000008e+01  5.494656311819237e+00  1.450522248592752e+00 
 9.056200000000008e+01  5.617373170544705e+00  1.433799715640352e+00 
 9.066200000000008e+01  6.124043345854913e+00  1.376547465331901e+00 
 9.111200000000008e+01  5.956454121009127e+00  1.898970287982509e+00 
 9.121200000000007e+01  5.388891576866138e+00  2.229108090333780e+00 
 9.123700000000008e+01  5.251991730513232e+00  2.317294310265873e+00 
 9.128700000000008e+01  4.984180985426830e+00  2.500448873343191e+00 
 9.131200000000008e+01  4.853270086693334e+00  2.595417216488415e+00 
 9.140450000000008e+01  4.386257727896322e+00  2.966456939905135e+00 
 9.147950000000009e+01  4.027662033126469e+00  3.290020071655654e+00 
 9.156450000000008e+01  3.642973495753695e+00  3.681321454492531e+00 
 9.163950000000008e+01  3.322707065748065e+00  4.048290174807088e+00 
 9.163950000000008e+01  3.322707065748065e+00  4.048290174807088e+00 
 9.167950000000009e+01  3.159244745491538e+00  4.252326230116292e+00 
 9.172950000000009e+01  2.962103582314172e+00  4.515509847108555e+00 
 9.175110000000009e+01  2.879408537642956e+00  4.632002225776279e+00 
 9.177610000000010e+01  2.785557246778368e+00  4.768938347364357e+00 
 9.192610000000010e+01  2.264372134926705e+00  5.638029939384745e+00 
 9.193610000000011e+01  2.232181745120876e+00  5.698863084757040e+00 
 9.196110000000012e+01  2.153103191717498e+00  5.852528443604174e+00 
 9.201110000000011e+01  2.000935032530152e+00  6.166641284511575e+00 
 9.203610000000012e+01  1.927845426746184e+00  6.327088766571840e+00 
 9.209800000000011e+01  1.755466284966158e+00  6.734085208632255e+00 
 9.339800000000011e+01  1.755469321599919e+00  6.734084009410252e+00 
 9.343890000000010e+01  1.867996212285800e+00  6.463610485884194e+00 
 9.351390000000011e+01  2.088223765408529e+00  5.983353110927989e+00 
 9.354800000000010e+01  2.194295431925408e+00  5.771724521126101e+00 
 9.359800000000010e+01  2.356541350268897e+00  5.469023695342553e+00 
 9.363210000000009e+01  2.471773116372535e+00  5.267768358775681e+00 
 9.370710000000010e+01  2.738283318280271e+00  4.839923256381241e+00 
 9.374800000000009e+01  2.891190750004338e+00  4.615178228925414e+00 
 9.504800000000009e+01  2.891184072250811e+00  4.615175515349708e+00 
 9.507300000000009e+01  2.797084944971043e+00  4.751831164482728e+00 
 9.522300000000010e+01  2.274413037447116e+00  5.619239876165788e+00 
 9.522610000000010e+01  2.264369132568176e+00  5.638024685648829e+00 
 9.523610000000011e+01  2.232178654425784e+00  5.698857767214853e+00 
 9.526110000000011e+01  2.153099887608291e+00  5.852522965026075e+00 
 9.531110000000011e+01  2.000931333423976e+00  6.166635477346370e+00 
 9.533610000000012e+01  1.927841546057152e+00  6.327082791855441e+00 
 9.539800000000011e+01  1.755462000337664e+00  6.734078809713384e+00 
 9.669800000000011e+01  1.755463016491830e+00  6.734077292825637e+00 
 9.673890000000010e+01  1.867989990559457e+00  6.463604040131092e+00 
 9.681390000000010e+01  2.088217758077223e+00  5.983347148643620e+00 
 9.684800000000010e+01  2.194289548391471e+00  5.771718773023894e+00 
 9.689800000000010e+01  2.356535678004024e+00  5.469018254921342e+00 
 9.693210000000009e+01  2.471767608481299e+00  5.267763123849189e+00 
 9.700710000000009e+01  2.738278229801193e+00  4.839918461029007e+00 
 9.704800000000009e+01  2.891185923779703e+00  4.615173666107776e+00 
 9.834800000000008e+01  2.891192361575150e+00  4.615172571160880e+00 
 9.837300000000009e+01  2.797093263005687e+00  4.751828172189158e+00 
 9.852300000000010e+01  2.274421385374184e+00  5.619236595856035e+00 
 9.852610000000010e+01  2.264377478538928e+00  5.638021399397811e+00 
 9.853610000000010e+01  2.232186993375347e+00  5.698854461801521e+00 
 9.856110000000011e+01  2.153108204259237e+00  5.852519611727371e+00 
 9.861110000000011e+01  2.000939585139198e+00  6.166632028364386e+00 
 9.863610000000011e+01  1.927849755135269e+00  6.327079295075552e+00 
 9.869800000000011e+01  1.755470074672190e+00  6.734075194711347e+00 
 9.999800000000010e+01  1.755465151362789e+00  6.734075615629672e+00 
 1.000389000000001e+02  1.867991701074880e+00  6.463602507823782e+00 
 1.001139000000001e+02  2.088218607160927e+00  5.983345870415262e+00 
 1.001480000000001e+02  2.194289970170531e+00  5.771717605348097e+00 
 1.001980000000001e+02  2.356535432953030e+00  5.469017243730078e+00 
 1.002321000000001e+02  2.471766881178755e+00  5.267762215550265e+00 
 1.003071000000001e+02  2.738276363440204e+00  4.839917768104728e+00 
 1.003480000000001e+02  2.891183390840281e+00  4.615173084303540e+00 
 1.016480000000001e+02  2.891178115651773e+00  4.615175236070234e+00 
 1.016730000000001e+02  2.797079257023300e+00  4.751830957111912e+00 
 1.018230000000001e+02  2.274408860553706e+00  5.619240146780322e+00 
 1.018261000000001e+02  2.264364985079755e+00  5.638024966983068e+00 
 1.018361000000001e+02  2.232174601288855e+00  5.698858083361011e+00 
 1.018611000000001e+02  2.153096066988313e+00  5.852523369753147e+00 
 1.019111000000001e+02  2.000927963430263e+00  6.166636065882898e+00 
 1.019361000000001e+02  1.927838394172756e+00  6.327083475620512e+00 
 1.019980000000001e+02  1.755459367825204e+00  6.734079738799883e+00 
 1.032980000000001e+02  1.755467492693362e+00  6.734081471657643e+00 
 1.033389000000001e+02  1.867994746917196e+00  6.463608167361517e+00 
 1.034139000000001e+02  2.088223038013390e+00  5.983351176850262e+00 
 1.034480000000001e+02  2.194295070594673e+00  5.771722754324625e+00 
 1.034980000000001e+02  2.356541560199789e+00  5.469022165316646e+00 
 1.035321000000001e+02  2.471773739439883e+00  5.267766984435400e+00 
 1.036071000000001e+02  2.738284917159035e+00  4.839922207922718e+00 
 1.036480000000001e+02  2.891192919929169e+00  4.615177348601789e+00 
 1.049480000000001e+02  2.891196276483829e+00  4.615179547603972e+00 
 1.049730000000001e+02  2.797096943650818e+00  4.751835378328364e+00 
 1.051230000000001e+02  2.274423767241428e+00  5.619245249042571e+00 
 1.051261000000001e+02  2.264379835495809e+00  5.638030083735200e+00 
 1.051361000000001e+02  2.232189270509217e+00  5.698863246969228e+00 
 1.052361000000001e+02  1.927851278794735e+00  6.327089117406518e+00 
 1.052980000000001e+02  1.755471172705933e+00  6.734085685339506e+00 
 1.065980000000001e+02  1.755461010714940e+00  6.734086153537427e+00 
 1.066389000000001e+02  1.867987381239697e+00  6.463612603534987e+00 
 1.067139000000001e+02  2.088213962243531e+00  5.983355177770426e+00 
 1.067480000000001e+02  2.194285178947449e+00  5.771726563901471e+00 
 1.067980000000001e+02  2.356530428899053e+00  5.469025701736883e+00 
 1.068321000000001e+02  2.471761733129122e+00  5.267770339613342e+00 
 1.069071000000001e+02  2.738270901980099e+00  4.839925178884140e+00 
 1.069480000000001e+02  2.891177760376165e+00  4.615180118385314e+00 
 1.082480000000001e+02  2.891176803508436e+00  4.615179094910061e+00 
 1.082730000000001e+02  2.797078111181695e+00  4.751834861898426e+00 
 1.084230000000001e+02  2.274408615075922e+00  5.619244316050562e+00 
 1.084261000000001e+02  2.264364756447617e+00  5.638029141516870e+00 
 1.084361000000001e+02  2.232174426511212e+00  5.698862274818169e+00 
 1.084611000000001e+02  2.153096023598688e+00  5.852527603145483e+00 
 1.085111000000001e+02  2.000928168895737e+00  6.166640381546102e+00 
 1.085361000000001e+02  1.927838717105310e+00  6.327087831619409e+00 
 1.085980000000001e+02  1.755459961637646e+00  6.734084192375603e+00 
 1.098980000000001e+02  1.755470704360165e+00  6.734082699746652e+00 
 1.099389000000001e+02  1.867998011121777e+00  6.463609220164392e+00 
 1.100139000000001e+02  2.088226382213995e+00  5.983351924177378e+00 
 1.100480000000001e+02  2.194298444171446e+00  5.771723369590083e+00 
 1.100980000000001e+02  2.356544968943394e+00  5.469022594660860e+00 
 1.101321000000001e+02  2.471777166774881e+00  5.267767292244697e+00 
 1.102071000000001e+02  2.738288369998508e+00  4.839922263444043e+00 
 1.102480000000001e+02  2.891196377763804e+00  4.615177275242095e+00 
 1.115480000000001e+02  2.891194797808699e+00  4.615174551102478e+00 
 1.115730000000001e+02  2.797095390469724e+00  4.751830175705654e+00 
 1.117230000000001e+02  2.274421841148487e+00  5.619238735077133e+00 
 1.117261000000001e+02  2.264377903036212e+00  5.638023541319603e+00 
 1.117361000000001e+02  2.232187317881934e+00  5.698856612406559e+00 
 1.117611000000001e+02  2.153108284819991e+00  5.852521783849031e+00 
 1.118111000000001e+02  2.000939203655050e+00  6.166634242698608e+00 
 1.118361000000001e+02  1.927849155552051e+00  6.327081530105712e+00 
 1.118980000000001e+02  1.755468972151028e+00  6.734077479807437e+00 
 1.131980000000001e+02  1.755459188317293e+00  6.734076245752855e+00 
 1.132389000000001e+02  1.867985640483414e+00  6.463603048008973e+00 
 1.133139000000001e+02  2.088212398042245e+00  5.983346253863147e+00 
 1.133480000000001e+02  2.194283706509632e+00  5.771717921036141e+00 
 1.133980000000001e+02  2.356529103998489e+00  5.469017464023335e+00 
 1.134321000000001e+02  2.471760517705901e+00  5.267762373484874e+00 
 1.135071000000001e+02  2.738269952613639e+00  4.839917796592283e+00 
 1.135480000000001e+02  2.891176970739288e+00  4.615173046663216e+00 
 1.148480000000001e+02  2.891180861081989e+00  4.615172672402988e+00 
 1.148730000000001e+02  2.797082140787434e+00  4.751828287685424e+00 
 1.150230000000001e+02  2.274412436696735e+00  5.619236804513768e+00 
 1.150261000000001e+02  2.264368573043642e+00  5.638021610118953e+00 
 1.150361000000001e+02  2.232178226697731e+00  5.698854679216928e+00 
 1.150611000000001e+02  2.153099781422174e+00  5.852519846132991e+00 
 1.151111000000001e+02  2.000931836253437e+00  6.166632297841365e+00 
 1.151361000000001e+02  1.927842336360256e+00  6.327079582633675e+00 
 1.151980000000001e+02  1.755463453556951e+00  6.734075528603248e+00 
 1.164980000000001e+02  1.755470876307147e+00  6.734076388048095e+00 
 1.165389000000001e+02  1.867997978948892e+00  6.463603264493178e+00 
 1.166139000000001e+02  2.088225942238515e+00  5.983346598060733e+00 
 1.166480000000001e+02  2.194297804444172e+00  5.771718319735601e+00 
 1.166980000000001e+02  2.356544020119455e+00  5.469017938607946e+00 
 1.167321000000001e+02  2.471775996094883e+00  5.267762897074958e+00 
 1.168071000000001e+02  2.738286679831108e+00  4.839918420124438e+00 
 1.168480000000001e+02  2.891194386034126e+00  4.615173720154512e+00 
 1.181480000000001e+02  2.891188742858084e+00  4.615176252264043e+00 
 1.181730000000001e+02  2.797089461952424e+00  4.751832005149267e+00 
 1.183230000000001e+02  2.274416671705004e+00  5.619241394929710e+00 
 1.183261000000001e+02  2.264372749288823e+00  5.638026219431747e+00 
 1.183361000000001e+02  2.232182214769473e+00  5.698859349723533e+00 
 1.183611000000001e+02  2.153103308310649e+00  5.852524671201972e+00 
 1.184111000000001e+02  2.000934480419648e+00  6.166637438797292e+00 
 1.184361000000001e+02  1.927844558987473e+00  6.327084884914172e+00 
 1.184980000000001e+02  1.755464689320526e+00  6.734081240023275e+00 
 1.197980000000001e+02  1.755460691463989e+00  6.734082915052520e+00 
 1.198389000000001e+02  1.867987440974527e+00  6.463609547725024e+00 
 1.199139000000001e+02  2.088214779138296e+00  5.983352444980163e+00 
 1.199480000000001e+02  2.194286366717871e+00  5.771723972859239e+00 
 1.199980000000001e+02  2.356532190563840e+00  5.469023312751265e+00 
 1.200321000000001e+02  2.471763906710167e+00  5.267768084484912e+00 
 1.201071000000001e+02  2.738274040084304e+00  4.839923206905850e+00 
 1.201480000000001e+02  2.891181458385771e+00  4.615178294296700e+00 
 1.214480000000001e+02  2.891188045629179e+00  4.615179967763238e+00 
 1.214730000000001e+02  2.797089118555919e+00  4.751835800572154e+00 
 1.216230000000001e+02  2.274418213091085e+00  5.619245680800868e+00 
 1.216261000000001e+02  2.264374325320118e+00  5.638030515636022e+00 
 1.216361000000001e+02  2.232183901370729e+00  5.698863679314873e+00 
 1.216980000000001e+02  2.040033039842422e+00  6.083470188799291e+00 
 1.217361000000001e+02  1.927847251466247e+00  6.327089552946336e+00 
 1.217980000000001e+02  1.755467913494021e+00  6.734086121713998e+00 
 1.230980000000001e+02  1.755467913494024e+00  6.734086121714022e+00 
 1.231389000000000e+02  1.867994668181464e+00  6.463612555119690e+00 
 1.232139000000001e+02  2.088221961274664e+00  5.983355100792838e+00 
 1.232480000000000e+02  2.194293505009406e+00  5.771726474734884e+00 
 1.232980000000000e+02  2.356539238171572e+00  5.469025595599062e+00 
 1.233321000000000e+02  2.471770874470024e+00  5.267770222515757e+00 
 1.234071000000000e+02  2.738280780863322e+00  4.839925039435141e+00 
 1.234480000000000e+02  2.891188045629186e+00  4.615179967763270e+00 
 1.247480000000000e+02  2.891181458385782e+00  4.615178294296814e+00 
 1.247730000000000e+02  2.797082434969207e+00  4.751834030511187e+00 
 1.249230000000000e+02  2.274411116218280e+00  5.619243289433115e+00 
 1.249261000000000e+02  2.264367222885240e+00  5.638028110673262e+00 
 1.249361000000001e+02  2.232176781815979e+00  5.698861230288953e+00 
 1.249611000000001e+02  2.153098106534447e+00  5.852526524049370e+00 
 1.250111000000001e+02  2.000929730506884e+00  6.166639231803875e+00 
 1.250361000000001e+02  1.927840029760854e+00  6.327086645797961e+00 
 1.250980000000001e+02  1.755460691463996e+00  6.734082915052690e+00 
 1.263980000000001e+02  1.755464689320518e+00  6.734081240023453e+00 
 1.264389000000000e+02  1.867991787527302e+00  6.463607814959387e+00 
 1.265139000000000e+02  2.088219789428091e+00  5.983350616550882e+00 
 1.265480000000000e+02  2.194291689194849e+00  5.771722105304788e+00 
 1.265980000000000e+02  2.356537982557356e+00  5.469021392767747e+00 
 1.266321000000000e+02  2.471770026937060e+00  5.267766132113318e+00 
 1.267071000000000e+02  2.738280905123794e+00  4.839921192910699e+00 
 1.267480000000000e+02  2.891188742858073e+00  4.615176252264167e+00 
 1.280480000000000e+02  2.891194386034118e+00  4.615173720154608e+00 
 1.280730000000000e+02  2.797095187664088e+00  4.751829326883358e+00 
 1.282230000000000e+02  2.274422751471626e+00  5.619237776569187e+00 
 1.282261000000000e+02  2.264378833820376e+00  5.638022580500721e+00 
 1.282361000000000e+02  2.232188313967319e+00  5.698855644120871e+00 
 1.282611000000000e+02  2.153109439468935e+00  5.852520796815027e+00 
 1.283111000000000e+02  2.000940655333268e+00  6.166633217819530e+00 
 1.283361000000000e+02  1.927850745695987e+00  6.327080486129878e+00 
 1.283980000000001e+02  1.755470876307146e+00  6.734076388048220e+00 
 1.296980000000001e+02  1.755463453556957e+00  6.734075528603320e+00 
 1.297389000000001e+02  1.867989908780490e+00  6.463602375424204e+00 
 1.298139000000000e+02  2.088216639721213e+00  5.983345659907465e+00 
 1.298480000000000e+02  2.194287922294396e+00  5.771717361507502e+00 
 1.298980000000001e+02  2.356533266226545e+00  5.469016953478888e+00 
 1.299321000000000e+02  2.471764632776811e+00  5.267761895327821e+00 
 1.300071000000000e+02  2.738273933632534e+00  4.839917386758718e+00 
 1.300480000000000e+02  2.891180861081996e+00  4.615172672403022e+00 
 1.313480000000000e+02  2.891176970739289e+00  4.615173046663167e+00 
 1.313730000000000e+02  2.797078193545590e+00  4.751828683548362e+00 
 1.315230000000001e+02  2.274408245373347e+00  5.619237339328038e+00 
 1.315261000000000e+02  2.264364378435364e+00  5.638022147973659e+00 
 1.315361000000000e+02  2.232174021978674e+00  5.698855226926082e+00 
 1.315611000000000e+02  2.153095554669946e+00  5.852520418789423e+00 
 1.316111000000001e+02  2.000927579336769e+00  6.166632921725890e+00 
 1.316361000000001e+02  1.927838071312320e+00  6.327080232799018e+00 
 1.316980000000001e+02  1.755459188317293e+00  6.734076245752763e+00 
 1.329980000000001e+02  1.755468972151024e+00  6.734077479807297e+00 
 1.330389000000001e+02  1.867996277670952e+00  6.463604324600031e+00 
 1.331139000000001e+02  2.088224659573379e+00  5.983347600933068e+00 
 1.331480000000001e+02  2.194296732047044e+00  5.771719296930989e+00 
 1.331980000000001e+02  2.356543278569569e+00  5.469018878544571e+00 
 1.332321000000001e+02  2.471775495552626e+00  5.267763811867575e+00 
 1.333071000000000e+02  2.738286753217772e+00  4.839919280375285e+00 
 1.333480000000000e+02  2.891194797808694e+00  4.615174551102370e+00 
 1.346480000000001e+02  2.891196377763809e+00  4.615177275241983e+00 
 1.346730000000001e+02  2.797096993532848e+00  4.751833057085847e+00 
 1.348230000000001e+02  2.274423543338580e+00  5.619242627846817e+00 
 1.348261000000001e+02  2.264379606560372e+00  5.638027456219815e+00 
 1.348361000000000e+02  2.232189025512307e+00  5.698860599034650e+00 
 1.348611000000001e+02  2.153110001398528e+00  5.852525952061664e+00 
 1.349111000000001e+02  2.000940932484039e+00  6.166638783786805e+00 
 1.349361000000001e+02  1.927850887683330e+00  6.327086262484932e+00 
 1.349980000000001e+02  1.755470704360170e+00  6.734082699746491e+00 
 1.362980000000001e+02  1.755459961637646e+00  6.734084192375462e+00 
 1.363389000000001e+02  1.867986331410402e+00  6.463610764242619e+00 
 1.364139000000001e+02  2.088212918961220e+00  5.983353553502074e+00 
 1.364480000000001e+02  2.194284142034070e+00  5.771725033779460e+00 
 1.364980000000001e+02  2.356529405158467e+00  5.469024305570104e+00 
 1.365321000000001e+02  2.471760720987296e+00  5.267769032015156e+00 
 1.366071000000001e+02  2.738269922809673e+00  4.839924058127637e+00 
 1.366480000000001e+02  2.891176803508432e+00  4.615179094909974e+00 
 1.379480000000001e+02  2.891177760376157e+00  4.615180118385326e+00 
 1.379730000000001e+02  2.797079082044316e+00  4.751835944449944e+00 
 1.381230000000001e+02  2.274409645972780e+00  5.619245778587071e+00 
 1.381261000000001e+02  2.264365788152427e+00  5.638030612367948e+00 
 1.381361000000001e+02  2.232175460702867e+00  5.698863772617835e+00 
 1.382361000000001e+02  1.927839766135441e+00  6.327089609602166e+00 
 1.382980000000001e+02  1.755461010714934e+00  6.734086153537462e+00 
 1.395980000000001e+02  1.755471172705935e+00  6.734085685339587e+00 
 1.396389000000001e+02  1.867998429567679e+00  6.463612119198838e+00 
 1.397139000000001e+02  2.088226697697996e+00  5.983354666694733e+00 
 1.397480000000000e+02  2.194298707937979e+00  5.771726041889656e+00 
 1.397980000000001e+02  2.356545151334822e+00  5.469025165070292e+00 
 1.398321000000001e+02  2.471777289888132e+00  5.267769793893756e+00 
 1.399071000000000e+02  2.738288351948344e+00  4.839924615939768e+00 
 1.399480000000000e+02  2.891196276483834e+00  4.615179547604039e+00 
 1.412480000000000e+02  2.891192919929179e+00  4.615177348601915e+00 
 1.412730000000001e+02  2.797093538004070e+00  4.751833052397200e+00 
 1.414230000000001e+02  2.274420151003195e+00  5.619242106689351e+00 
 1.414261000000000e+02  2.264376216423401e+00  5.638026923517596e+00 
 1.414361000000000e+02  2.232185642713314e+00  5.698860028850862e+00 
 1.414611000000000e+02  2.153106638589755e+00  5.852525286568044e+00 
 1.415111000000001e+02  2.000937616706891e+00  6.166637920791042e+00 
 1.415361000000001e+02  1.927847598947586e+00  6.327085297296859e+00 
 1.415980000000001e+02  1.755467492693368e+00  6.734081471657831e+00 
 1.428980000000001e+02  1.755459367825201e+00  6.734079738800057e+00 
 1.429389000000001e+02  1.867985913391532e+00  6.463606374774069e+00 
 1.430139000000001e+02  2.088212855570939e+00  5.983349285296489e+00 
 1.430480000000001e+02  2.194284253692310e+00  5.771720822294927e+00 
 1.430980000000001e+02  2.356529789096105e+00  5.469020179047825e+00 
 1.431321000000001e+02  2.471761301265511e+00  5.267764964660341e+00 
 1.432071000000001e+02  2.738270965297489e+00  4.839920124396617e+00 
 1.432480000000000e+02  2.891178115651766e+00  4.615175236070347e+00 
 1.445480000000001e+02  2.891183390840275e+00  4.615173084303601e+00 
 1.445730000000001e+02  2.797084609365342e+00  4.751828681142658e+00 
 1.447230000000001e+02  2.274414543863031e+00  5.619237071926077e+00 
 1.447261000000001e+02  2.264370672843292e+00  5.638021874648172e+00 
 1.447361000000001e+02  2.232180302762307e+00  5.698854934369084e+00 
 1.447611000000001e+02  2.153101798338088e+00  5.852520077329668e+00 
 1.448111000000001e+02  2.000933735682117e+00  6.166632478929275e+00 
 1.448361000000001e+02  1.927844177450367e+00  6.327079737568298e+00 
 1.448980000000001e+02  1.755465151362785e+00  6.734075615629734e+00 
 1.461980000000001e+02  1.755470074672193e+00  6.734075194711341e+00 
 1.462389000000001e+02  1.867997053799270e+00  6.463602072396820e+00 
 1.463139000000001e+02  2.088224777269005e+00  5.983345410948970e+00 
 1.463480000000001e+02  2.194296524733149e+00  5.771717136050035e+00 
 1.463980000000001e+02  2.356542565719286e+00  5.469016761257108e+00 
 1.464321000000001e+02  2.471774418160234e+00  5.267761724938492e+00 
 1.465071000000001e+02  2.738284817648911e+00  4.839917262007563e+00 
 1.465480000000001e+02  2.891192361575154e+00  4.615172571160858e+00 
 1.478480000000001e+02  2.891185923779707e+00  4.615173666107691e+00 
 1.478730000000001e+02  2.797086731052716e+00  4.751829330337648e+00 
 1.480230000000001e+02  2.274414449511541e+00  5.619238160524714e+00 
