#Parameters = {s=10000; gmesh=10; pathy=-1; pathx=0; bmesh=10; beamy=1; beamx=0; sigma=3; flangez2=45.2; flangez1=42.8; endz=10; sloty=3; Slotx=23; tapz1=147.1; tapz2=171.1}
#"Frequency / GHz"	"Z (3) [Real/Imaginary Part] - Z [Re]"	"Z (3) [Real/Imaginary Part] - Z [Im]"
#-----------------------------------------------------------------------------------------------
0.0000000000000	0.0080645328061813	-6.6109349755725e-13
0.034130480899649	0.033275031120610	-0.019265593488911
0.068260961799298	0.0038206976040159	-0.018620163045083
0.10239144269895	-0.021124191979271	0.0071382116053077
0.13652192359860	-0.023426472734055	0.046050936507405
0.17065240449825	-0.0011264160743939	0.076320282385659
0.20478288539790	0.030768517660171	0.082067359735606
0.23891336629754	0.050133789415380	0.064344925296874
0.27304384719719	0.043521085089801	0.040758966236816
0.30717432809684	0.015392489905992	0.033109064704238
0.34130480899649	-0.014679790211406	0.052155641472798
0.37543528989614	-0.025752178235978	0.090138235365039
0.40956577079579	-0.010069498954884	0.12608523687561
0.44369625169544	0.021478362364905	0.14029622419933
0.47782673259509	0.046928611288243	0.12834220539903
0.51195721349474	0.048422852054793	0.10389660320402
0.54608769439439	0.024879587587687	0.089585981927987
0.58021817529404	-0.0073176682788903	0.10090872614027
0.61434865619369	-0.025690895579928	0.13549011032604
0.64847913709333	-0.017339973687268	0.17474499426388
0.68260961799298	0.011933613915628	0.19672187347582
0.71674009889263	0.041767254560372	0.19150395364851
0.75087057979228	0.051191695893614	0.16816407067756
0.78500106069193	0.033612052045745	0.14850181196488
0.81913154159158	0.0011682249055085	0.15181633337245
0.85326202249123	-0.023458108245067	0.18139820452567
0.88739250339088	-0.022987008049929	0.22217712969323
0.92152298429053	0.0022971344610658	0.25113964873628
0.95565346519018	0.034819026856992	0.25351191740304
0.98978394608983	0.051793539529913	0.23304491870716
1.0239144269895	0.041238965628500	0.20952747890321
1.0580449078891	0.010431131816507	0.20497829383251
1.0921753887888	-0.019164921875021	0.22822247567853
1.1263058696884	-0.026793099325214	0.26867057929450
1.1604363505881	-0.0070268756234849	0.30359860604091
1.1945668314877	0.026420092013451	0.31404496432493
1.2286973123874	0.050123948203647	0.29816530907873
1.2628277932870	0.047416946630690	0.27248931133089
1.2969582741867	0.020026675093478	0.26057554565907
1.3310887550863	-0.012988912145222	0.27643667749617
1.3652192359860	-0.028502483130449	0.31469630099279
1.3993497168856	-0.015548376423607	0.35422865983939
1.4334801977853	0.016941262623808	0.37289104499914
1.4676106786849	0.046260222351713	0.36306586111407
1.5017411595846	0.051792332740826	0.33706945997615
1.5358716404842	0.029467310404616	0.31866276227977
1.5700021213839	-0.0052337960517589	0.32645855359340
1.6041326022835	-0.028037045535684	0.36075993230365
1.6382630831832	-0.022871018150326	0.40331291920587
1.6723935640828	0.0068103316447883	0.42989501924301
1.7065240449825	0.040329055469110	0.42737418764836
1.7406545258821	0.054119774136030	0.40294620277848
1.7747850067818	0.038330094953985	0.37926227116409
1.8089154876814	0.0038128785380950	0.37864684811358
1.8430459685811	-0.025333487347569	0.40736421612430
1.8771764494807	-0.028607179532848	0.45112743078413
1.9113069303804	-0.0035235726388279	0.48496864225485
1.9454374112800	0.032482947913271	0.49069607039269
1.9795678921797	0.054160017207689	0.46974307541083
2.0136983730793	0.046106540987359	0.44232671457552
2.0478288539790	0.013721839349047	0.43338510174423
2.0819593348786	-0.020442234107481	0.45507819375486
2.1160898157782	-0.032402694617424	0.49811919126375
2.1502202966779	-0.013564347406349	0.53814264814140
2.1843507775775	0.023053289986532	0.55269175097021
2.2184812584772	0.051808961079916	0.53703748571367
2.2526117393768	0.052367665521837	0.50767864573945
2.2867422202765	0.024046894920824	0.49091142467075
2.3208727011761	-0.013509027978671	0.50443962500952
2.3550031820758	-0.033970622928107	0.54477573850959
2.3891336629754	-0.022789536820864	0.58956457806185
2.4232641438751	0.012432588139029	0.61308717232515
2.4573946247747	0.047075620029251	0.60436102050300
2.4915251056744	0.056707517974370	0.57503616075835
2.5256555865740	0.034255390458158	0.55138546018093
2.5597860674737	-0.0048124751305267	0.55595664612003
2.5939165483733	-0.033162692090705	0.59165307589453
2.6280470292730	-0.030741051792944	0.63948333009086
2.6621775101726	0.0010446204831485	0.67171432964632
2.6963079910723	0.040045859485517	0.67131776070574
2.7304384719719	0.058815852137707	0.64411049473120
2.7645689528716	0.043864725961645	0.61487497217110
2.7986994337712	0.0053443292147457	0.61010001677410
2.8328299146709	-0.029882575349576	0.63932405169039
2.8669603955705	-0.036960676730550	0.68822690174556
2.9010908764702	-0.010624400822515	0.72845920516051
2.9352213573698	0.030874258240232	0.73748147234259
2.9693518382695	0.058398362536464	0.71452857647991
3.0034823191691	0.052332028342627	0.68140304530154
3.0376128000688	0.016535733221875	0.66732578658666
3.0717432809684	-0.024108998057921	0.68843865834235
3.1058737618681	-0.041015315520027	0.73624432603143
3.1400042427677	-0.022018224215934	0.78331905004024
3.1741347236674	0.019860047136038	0.80244744539114
3.2082652045670	0.055273902274016	0.78583640404569
3.2423956854667	0.059111169945333	0.75083995813810
3.2765261663663	0.028241444740922	0.72800724008777
3.3106566472660	-0.015993106891968	0.73967862825672
3.3447871281656	-0.042566651705332	0.78412430737125
3.3789176090653	-0.032533137644300	0.83645025418503
3.4130480899649	0.0074169323840739	0.86592253849090
3.4471785708646	0.049392117565640	0.85756559734290
3.4813090517642	0.063722587202339	0.82297041407072
3.5154395326639	0.039896049930230	0.79240334238183
3.5495700135635	-0.0057848931164823	0.79368935414969
3.5837004944632	-0.041369682135133	0.83251606022992
3.6178309753628	-0.041637996646618	0.88813871755705
3.6519614562625	-0.0059990440379056	0.92770181661867
3.6860919371621	0.040780593642496	0.92929292894747
3.7202224180618	0.065746607140934	0.89755472850654
3.7543528989614	0.050920998069638	0.86076653287812
3.7884833798611	0.0062205063583066	0.85113790727169
3.8226138607607	-0.037222971565619	0.88215239608218
3.8567443416604	-0.048745781126498	0.93875681092240
3.8908748225600	-0.019843928939884	0.98764557595404
3.9250053034597	0.029540204090645	1.0005609992476
3.9591357843593	0.064741988195261	0.97429102911678
3.9932662652590	0.060652190397907	0.93329668827188
4.0273967461586	0.019587700778855	0.91277300880798
4.0615272270583	-0.029978963859145	0.93394334398281
4.0956577079579	-0.053212131710327	0.98888214304835
4.1297881888576	-0.033402635908523	1.0457321933758
4.1639186697572	0.015973077025518	1.0709027588695
4.1980491506568	0.060385743347749	1.0527370150331
4.2321796315565	0.068355117588463	1.0100669737290
4.2663101124561	0.033721265213776	0.97928826232472
4.3004405933558	-0.019687527412778	0.98890721915843
4.3345710742554	-0.054476552885390	1.0393226876205
4.3687015551551	-0.045905077361533	1.1021656094243
4.4028320360547	0.00051757243389715	1.1399603680082
4.4369625169544	0.052399925000959	1.1325161459465
4.4710929978540	0.073304421984384	1.0911679549171
4.5052234787537	0.047940072883600	1.0514650874306
4.5393539596533	-0.0064698415370384	1.0482256860306
4.5734844405530	-0.052030315345241	1.0910697435946
4.6076149214526	-0.056627807469592	1.1573264570904
4.6417454023523	-0.016561546786115	1.2076218262966
4.6758758832519	0.040495158958028	1.2133661198154
4.7100063641516	0.074601475795588	1.1769953692879
4.7441368450512	0.061469063574761	1.1305948809443
4.7782673259509	0.0096866031223445	1.1136960476180
4.8123978068505	-0.044987577680560	1.1456432540726
4.8465282877502	-0.064392645533904	1.2118476718163
4.8806587686498	-0.034646634395958	1.2736914921832
4.9147892495495	0.023948133980335	1.2953124016839
